"","id","participant","trial","image","rating","difference","ratio","differenceZ","ratioZ","difference.howZ","ratio.howZ","ratingZ"
"26","26",1,"6","tower_image_(33)",41,3.29,0.548333333333333,1.21011751728379,2.78715832268514,0.136404759107474,1.14160668235475,-0.412461718280738
"27","27",1,"1","tower_image_(34)",65,1.69,0.338,0.0842086041296529,1.08859887222209,-0.359970681976762,0.521575872998268,0.655784458561461
"28","28",1,"19","tower_image_(35)",60,1.68,0.336,0.0771716734224397,1.07244775224939,-0.398380686346376,0.408842998569817,0.433233171719336
"29","29",1,"22","tower_image_(36)",43,0.74,0.123333333333333,-0.584299813055614,-0.644954671515159,-0.7292976470692,-0.975747946333465,-0.323441203543888
"30","30",1,"3","tower_image_(37)",25,2.94,0.294,0.96382494253132,0.733274232822532,1.3802979775388,1.29336247485458,-1.12462583617554
"31","1",2,"26","tower_image_(1)",89,2.98,0.331111111111111,0.991972665360173,1.03296723676054,0.372774016766634,0.132310221125668,0.852139949310413
"32","2",2,"14","tower_image_(2)",84,0.58,0.0644444444444444,-0.696890704371027,-1.1205154262671,0.742100981859071,0.734515746918674,0.692762153304725
"33","3",2,"18","tower_image_(4)",100,6.45,0.358333333333333,3.4337876207632,1.25280192527795,2.63600965885309,0.390054186165074,1.20277110052293
"34","4",2,"1","tower_image_(5)",13,0.96,0.32,-0.429487337496921,0.943238792467726,-0.894756127430612,0.281657191522333,-1.57040254997605
"35","5",2,"23","tower_image_(6)",59,0.33,0.0471428571428572,-0.872813972051361,-1.2602354323802,-0.300878367561973,-0.372854185653838,-0.104126826723716
"36","6",2,"24","tower_image_(7)",55,0.97,0.323333333333333,-0.422450406789707,0.970157325755572,-0.817936118691385,0.65743343961717,-0.231629063528267
"37","7",2,"17","tower_image_(8)",0,0.43,0.0614285714285714,-0.802444664979228,-1.14487028971801,-0.930211516079486,-1.69220046330549,-1.98478481959084
"38","8",2,"21","tower_image_(13)",71,0.73,0.146,-0.591336743762827,-0.461908645157809,-0.111782961434644,1.25000367699749,0.278379883689935
"39","9",2,"22","tower_image_(14)",58,0.11,0.0183333333333334,-1.02762644761005,-1.49288847008229,-1.19021769950456,-2.10307669061797,-0.136002385924854
"40","10",2,"19","tower_image_(15)",82,3.73,0.310833333333333,1.51974246840117,0.869212825926152,0.798238680553122,-0.141091087584358,0.629011034902449
"41","11",2,"11","tower_image_(16)",18,0.46,0.153333333333333,-0.781333872857587,-0.40268787192455,-0.90657459031357,0.223845461046205,-1.41102475397036
"42","12",2,"4","tower_image_(17)",0,0.24,0.0800000000000001,-0.936146348416281,-0.994895604257151,-1.4620423458126,-2.49330587133184,-1.98478481959084
"43","13",2,"2","tower_image_(18)",66,0.39,0.078,-0.830592387808081,-1.01104672422986,-0.427926843553771,0.322125402855623,0.119002087684247
"44","14",2,"25","tower_image_(19)",67,1.93,0.175454545454545,0.253094941102773,-0.224046696468848,0.482094798433995,-0.299087919169686,0.150877646885385
"45","15",2,"20","tower_image_(21)",100,2.39,0.29875,0.576793753634586,0.771633142757711,0.564824038614701,0.881453895212168,1.20277110052293
"46","16",2,"12","tower_image_(22)",69,0.85,0.10625,-0.506893575276267,-0.782912154615368,0.600279427263575,0.946492091997813,0.21462876528766
"47","17",2,"7","tower_image_(23)",12,0.7,0.14,-0.612447535884467,-0.510362005075932,-1.06021460779202,-1.53363114542811,-1.60227810917719
"48","18",2,"10","tower_image_(25)",62,0.7,0.14,-0.612447535884467,-0.510362005075932,-0.377698376301199,0.469545315569751,-0.00850014912030334
"49","19",2,"29","tower_image_(26)",100,3.21,0.2675,1.15382207162608,0.51927189318416,1.85008187713638,1.14521991550951,1.20277110052293
"50","20",2,"16","tower_image_(27)",62,1.95,0.195,0.267168802517199,-0.0662062058264811,0.27822631370297,-0.323920685215114,-0.00850014912030334
"51","21",2,"9","tower_image_(28)",62,1.34,0.191428571428571,-0.162083970622814,-0.0950474914920298,-0.501792236572258,-0.794053936265632,-0.00850014912030334
"52","22",2,"15","tower_image_(29)",16,1.11,0.222,-0.323933376888721,0.151833913805068,-0.853391507340259,-0.926607975428756,-1.47477587237263
"53","23",2,"8","tower_image_(30)",33,0.56,0.0622222222222223,-0.710964565785454,-1.13846111512566,0.384592479649592,0.151580797951044,-0.932891365953295
"54","24",2,"27","tower_image_(31)",100,3.19,0.245384615384615,1.13974821021165,0.340677778101338,1.88553726578526,0.863109788426474,1.20277110052293
"55","25",2,"3","tower_image_(32)",83,0.48,0.12,-0.767260011443161,-0.671873204803005,-0.78838996148399,-0.159157253358148,0.660886594103587
"56","26",2,"28","tower_image_(33)",83,3.29,0.548333333333333,1.21011751728379,2.78715832268514,0.136404759107474,1.14160668235475,0.660886594103587
"57","27",2,"13","tower_image_(34)",95,1.69,0.338,0.0842086041296529,1.08859887222209,-0.359970681976762,0.521575872998268,1.04339330451724
"58","28",2,"6","tower_image_(35)",64,1.68,0.336,0.0771716734224397,1.07244775224939,-0.398380686346376,0.408842998569817,0.0552509692819719
"59","29",2,"30","tower_image_(36)",65,0.74,0.123333333333333,-0.584299813055614,-0.644954671515159,-0.7292976470692,-0.975747946333465,0.0871265284831096
"60","30",2,"5","tower_image_(37)",100,2.94,0.294,0.96382494253132,0.733274232822532,1.3802979775388,1.29336247485458,1.20277110052293
"61","1",3,"3","tower_image_(1)",46,2.98,0.331111111111111,0.991972665360173,1.03296723676054,0.372774016766634,0.132310221125668,1.63308390384782
"62","2",3,"21","tower_image_(2)",10,0.58,0.0644444444444444,-0.696890704371027,-1.1205154262671,0.742100981859071,0.734515746918674,-0.292386201125592
"63","3",3,"10","tower_image_(4)",49,6.45,0.358333333333333,3.4337876207632,1.25280192527795,2.63600965885309,0.390054186165074,1.79353974592894
"64","4",3,"9","tower_image_(5)",0,0.96,0.32,-0.429487337496921,0.943238792467726,-0.894756127430612,0.281657191522333,-0.827239008062651
"65","5",3,"29","tower_image_(6)",0,0.33,0.0471428571428572,-0.872813972051361,-1.2602354323802,-0.300878367561973,-0.372854185653838,-0.827239008062651
"66","6",3,"14","tower_image_(7)",16,0.97,0.323333333333333,-0.422450406789707,0.970157325755572,-0.817936118691385,0.65743343961717,0.0285254830366431
"67","7",3,"4","tower_image_(8)",0,0.43,0.0614285714285714,-0.802444664979228,-1.14487028971801,-0.930211516079486,-1.69220046330549,-0.827239008062651
"68","8",3,"1","tower_image_(13)",45,0.73,0.146,-0.591336743762827,-0.461908645157809,-0.111782961434644,1.25000367699749,1.57959862315411
"69","9",3,"22","tower_image_(14)",8,0.11,0.0183333333333334,-1.02762644761005,-1.49288847008229,-1.19021769950456,-2.10307669061797,-0.399356762513004
"70","10",3,"25","tower_image_(15)",12,3.73,0.310833333333333,1.51974246840117,0.869212825926152,0.798238680553122,-0.141091087584358,-0.18541563973818
"71","11",3,"13","tower_image_(16)",6,0.46,0.153333333333333,-0.781333872857587,-0.40268787192455,-0.90657459031357,0.223845461046205,-0.506327323900416
"72","12",3,"17","tower_image_(17)",0,0.24,0.0800000000000001,-0.936146348416281,-0.994895604257151,-1.4620423458126,-2.49330587133184,-0.827239008062651
"73","13",3,"24","tower_image_(18)",21,0.39,0.078,-0.830592387808081,-1.01104672422986,-0.427926843553771,0.322125402855623,0.295951886505173
"74","14",3,"23","tower_image_(19)",19,1.93,0.175454545454545,0.253094941102773,-0.224046696468848,0.482094798433995,-0.299087919169686,0.188981325117761
"75","15",3,"27","tower_image_(21)",22,2.39,0.29875,0.576793753634586,0.771633142757711,0.564824038614701,0.881453895212168,0.349437167198878
"76","16",3,"20","tower_image_(22)",8,0.85,0.10625,-0.506893575276267,-0.782912154615368,0.600279427263575,0.946492091997813,-0.399356762513004
"77","17",3,"28","tower_image_(23)",0,0.7,0.14,-0.612447535884467,-0.510362005075932,-1.06021460779202,-1.53363114542811,-0.827239008062651
"78","18",3,"16","tower_image_(25)",0,0.7,0.14,-0.612447535884467,-0.510362005075932,-0.377698376301199,0.469545315569751,-0.827239008062651
"79","19",3,"7","tower_image_(26)",81,3.21,0.2675,1.15382207162608,0.51927189318416,1.85008187713638,1.14521991550951,3.50506872812753
"80","20",3,"2","tower_image_(27)",17,1.95,0.195,0.267168802517199,-0.0662062058264811,0.27822631370297,-0.323920685215114,0.082010763730349
"81","21",3,"18","tower_image_(28)",12,1.34,0.191428571428571,-0.162083970622814,-0.0950474914920298,-0.501792236572258,-0.794053936265632,-0.18541563973818
"82","22",3,"8","tower_image_(29)",5,1.11,0.222,-0.323933376888721,0.151833913805068,-0.853391507340259,-0.926607975428756,-0.559812604594122
"83","23",3,"26","tower_image_(30)",0,0.56,0.0622222222222223,-0.710964565785454,-1.13846111512566,0.384592479649592,0.151580797951044,-0.827239008062651
"84","24",3,"19","tower_image_(31)",18,3.19,0.245384615384615,1.13974821021165,0.340677778101338,1.88553726578526,0.863109788426474,0.135496044424055
"85","25",3,"5","tower_image_(32)",7,0.48,0.12,-0.767260011443161,-0.671873204803005,-0.78838996148399,-0.159157253358148,-0.45284204320671
"86","26",3,"15","tower_image_(33)",13,3.29,0.548333333333333,1.21011751728379,2.78715832268514,0.136404759107474,1.14160668235475,-0.131930359044475
"87","27",3,"12","tower_image_(34)",30,1.69,0.338,0.0842086041296529,1.08859887222209,-0.359970681976762,0.521575872998268,0.777319412748526
"88","28",3,"30","tower_image_(35)",0,1.68,0.336,0.0771716734224397,1.07244775224939,-0.398380686346376,0.408842998569817,-0.827239008062651
"89","29",3,"6","tower_image_(36)",0,0.74,0.123333333333333,-0.584299813055614,-0.644954671515159,-0.7292976470692,-0.975747946333465,-0.827239008062651
"90","30",3,"11","tower_image_(37)",19,2.94,0.294,0.96382494253132,0.733274232822532,1.3802979775388,1.29336247485458,0.188981325117761
"91","1",4,"30","tower_image_(1)",77,2.98,0.331111111111111,0.991972665360173,1.03296723676054,0.372774016766634,0.132310221125668,0.453343485618523
"92","2",4,"27","tower_image_(2)",90,0.58,0.0644444444444444,-0.696890704371027,-1.1205154262671,0.742100981859071,0.734515746918674,0.900948446102635
"93","3",4,"15","tower_image_(4)",84,6.45,0.358333333333333,3.4337876207632,1.25280192527795,2.63600965885309,0.390054186165074,0.694361541263814
"94","4",4,"10","tower_image_(5)",48,0.96,0.32,-0.429487337496921,0.943238792467726,-0.894756127430612,0.281657191522333,-0.545159887769111
"95","5",4,"29","tower_image_(6)",75,0.33,0.0471428571428572,-0.872813972051361,-1.2602354323802,-0.300878367561973,-0.372854185653838,0.384481184005583
"96","6",4,"13","tower_image_(7)",77,0.97,0.323333333333333,-0.422450406789707,0.970157325755572,-0.817936118691385,0.65743343961717,0.453343485618523
"97","7",4,"14","tower_image_(8)",19,0.43,0.0614285714285714,-0.802444664979228,-1.14487028971801,-0.930211516079486,-1.69220046330549,-1.54366326115674
"98","8",4,"17","tower_image_(13)",78,0.73,0.146,-0.591336743762827,-0.461908645157809,-0.111782961434644,1.25000367699749,0.487774636424994
"99","9",4,"12","tower_image_(14)",78,0.11,0.0183333333333334,-1.02762644761005,-1.49288847008229,-1.19021769950456,-2.10307669061797,0.487774636424994
"100","10",4,"20","tower_image_(15)",72,3.73,0.310833333333333,1.51974246840117,0.869212825926152,0.798238680553122,-0.141091087584358,0.281187731586173
"101","11",4,"3","tower_image_(16)",7,0.46,0.153333333333333,-0.781333872857587,-0.40268787192455,-0.90657459031357,0.223845461046205,-1.95683707083439
"102","12",4,"18","tower_image_(17)",0,0.24,0.0800000000000001,-0.936146348416281,-0.994895604257151,-1.4620423458126,-2.49330587133184,-2.19785512647968
"103","13",4,"7","tower_image_(18)",94,0.39,0.078,-0.830592387808081,-1.01104672422986,-0.427926843553771,0.322125402855623,1.03867304932852
"104","14",4,"16","tower_image_(19)",85,1.93,0.175454545454545,0.253094941102773,-0.224046696468848,0.482094798433995,-0.299087919169686,0.728792692070285
"105","15",4,"6","tower_image_(21)",97,2.39,0.29875,0.576793753634586,0.771633142757711,0.564824038614701,0.881453895212168,1.14196650174793
"106","16",4,"11","tower_image_(22)",43,0.85,0.10625,-0.506893575276267,-0.782912154615368,0.600279427263575,0.946492091997813,-0.717315641801461
"107","17",4,"21","tower_image_(23)",32,0.7,0.14,-0.612447535884467,-0.510362005075932,-1.06021460779202,-1.53363114542811,-1.09605830067263
"108","18",4,"23","tower_image_(25)",88,0.7,0.14,-0.612447535884467,-0.510362005075932,-0.377698376301199,0.469545315569751,0.832086144489695
"109","19",4,"4","tower_image_(26)",45,3.21,0.2675,1.15382207162608,0.51927189318416,1.85008187713638,1.14521991550951,-0.648453340188521
"110","20",4,"22","tower_image_(27)",60,1.95,0.195,0.267168802517199,-0.0662062058264811,0.27822631370297,-0.323920685215114,-0.131986078091469
"111","21",4,"8","tower_image_(28)",25,1.34,0.191428571428571,-0.162083970622814,-0.0950474914920298,-0.501792236572258,-0.794053936265632,-1.33707635631792
"112","22",4,"9","tower_image_(29)",94,1.11,0.222,-0.323933376888721,0.151833913805068,-0.853391507340259,-0.926607975428756,1.03867304932852
"113","23",4,"28","tower_image_(30)",57,0.56,0.0622222222222223,-0.710964565785454,-1.13846111512566,0.384592479649592,0.151580797951044,-0.235279530510879
"114","24",4,"1","tower_image_(31)",14,3.19,0.245384615384615,1.13974821021165,0.340677778101338,1.88553726578526,0.863109788426474,-1.7158190151891
"115","25",4,"25","tower_image_(32)",77,0.48,0.12,-0.767260011443161,-0.671873204803005,-0.78838996148399,-0.159157253358148,0.453343485618523
"116","26",4,"5","tower_image_(33)",92,3.29,0.548333333333333,1.21011751728379,2.78715832268514,0.136404759107474,1.14160668235475,0.969810747715576
"117","27",4,"2","tower_image_(34)",47,1.69,0.338,0.0842086041296529,1.08859887222209,-0.359970681976762,0.521575872998268,-0.579591038575581
"118","28",4,"19","tower_image_(35)",88,1.68,0.336,0.0771716734224397,1.07244775224939,-0.398380686346376,0.408842998569817,0.832086144489695
"119","29",4,"26","tower_image_(36)",75,0.74,0.123333333333333,-0.584299813055614,-0.644954671515159,-0.7292976470692,-0.975747946333465,0.384481184005583
"120","30",4,"24","tower_image_(37)",97,2.94,0.294,0.96382494253132,0.733274232822532,1.3802979775388,1.29336247485458,1.14196650174793
"121","1",5,"9","tower_image_(1)",85,2.98,0.331111111111111,0.991972665360173,1.03296723676054,0.372774016766634,0.132310221125668,0.939745452595029
"122","2",5,"28","tower_image_(2)",43,0.58,0.0644444444444444,-0.696890704371027,-1.1205154262671,0.742100981859071,0.734515746918674,-0.361440558690396
"123","3",5,"3","tower_image_(4)",99,6.45,0.358333333333333,3.4337876207632,1.25280192527795,2.63600965885309,0.390054186165074,1.3734741230235
"124","4",5,"10","tower_image_(5)",2,0.96,0.32,-0.429487337496921,0.943238792467726,-0.894756127430612,0.281657191522333,-1.6316459506595
"125","5",5,"1","tower_image_(6)",86,0.33,0.0471428571428572,-0.872813972051361,-1.2602354323802,-0.300878367561973,-0.372854185653838,0.970726071911349
"126","6",5,"12","tower_image_(7)",51,0.97,0.323333333333333,-0.422450406789707,0.970157325755572,-0.817936118691385,0.65743343961717,-0.113595604159839
"127","7",5,"27","tower_image_(8)",0,0.43,0.0614285714285714,-0.802444664979228,-1.14487028971801,-0.930211516079486,-1.69220046330549,-1.69360718929214
"128","8",5,"22","tower_image_(13)",67,0.73,0.146,-0.591336743762827,-0.461908645157809,-0.111782961434644,1.25000367699749,0.382094304901276
"129","9",5,"7","tower_image_(14)",18,0.11,0.0183333333333334,-1.02762644761005,-1.49288847008229,-1.19021769950456,-2.10307669061797,-1.13595604159839
"130","10",5,"25","tower_image_(15)",29,3.73,0.310833333333333,1.51974246840117,0.869212825926152,0.798238680553122,-0.141091087584358,-0.795169229118871
"131","11",5,"5","tower_image_(16)",29,0.46,0.153333333333333,-0.781333872857587,-0.40268787192455,-0.90657459031357,0.223845461046205,-0.795169229118871
"132","12",5,"24","tower_image_(17)",3,0.24,0.0800000000000001,-0.936146348416281,-0.994895604257151,-1.4620423458126,-2.49330587133184,-1.60066533134318
"133","13",5,"30","tower_image_(18)",74,0.39,0.078,-0.830592387808081,-1.01104672422986,-0.427926843553771,0.322125402855623,0.598958640115513
"134","14",5,"2","tower_image_(19)",97,1.93,0.175454545454545,0.253094941102773,-0.224046696468848,0.482094798433995,-0.299087919169686,1.31151288439086
"135","15",5,"18","tower_image_(21)",94,2.39,0.29875,0.576793753634586,0.771633142757711,0.564824038614701,0.881453895212168,1.21857102644191
"136","16",5,"19","tower_image_(22)",99,0.85,0.10625,-0.506893575276267,-0.782912154615368,0.600279427263575,0.946492091997813,1.3734741230235
"137","17",5,"4","tower_image_(23)",23,0.7,0.14,-0.612447535884467,-0.510362005075932,-1.06021460779202,-1.53363114542811,-0.981052945016788
"138","18",5,"16","tower_image_(25)",22,0.7,0.14,-0.612447535884467,-0.510362005075932,-0.377698376301199,0.469545315569751,-1.01203356433311
"139","19",5,"11","tower_image_(26)",95,3.21,0.2675,1.15382207162608,0.51927189318416,1.85008187713638,1.14521991550951,1.24955164575823
"140","20",5,"23","tower_image_(27)",88,1.95,0.195,0.267168802517199,-0.0662062058264811,0.27822631370297,-0.323920685215114,1.03268731054399
"141","21",5,"17","tower_image_(28)",78,1.34,0.191428571428571,-0.162083970622814,-0.0950474914920298,-0.501792236572258,-0.794053936265632,0.722881117380792
"142","22",5,"15","tower_image_(29)",30,1.11,0.222,-0.323933376888721,0.151833913805068,-0.853391507340259,-0.926607975428756,-0.764188609802551
"143","23",5,"8","tower_image_(30)",6,0.56,0.0622222222222223,-0.710964565785454,-1.13846111512566,0.384592479649592,0.151580797951044,-1.50772347339422
"144","24",5,"29","tower_image_(31)",59,3.19,0.245384615384615,1.13974821021165,0.340677778101338,1.88553726578526,0.863109788426474,0.134249350370719
"145","25",5,"21","tower_image_(32)",61,0.48,0.12,-0.767260011443161,-0.671873204803005,-0.78838996148399,-0.159157253358148,0.196210589003358
"146","26",5,"13","tower_image_(33)",64,3.29,0.548333333333333,1.21011751728379,2.78715832268514,0.136404759107474,1.14160668235475,0.289152446952317
"147","27",5,"20","tower_image_(34)",75,1.69,0.338,0.0842086041296529,1.08859887222209,-0.359970681976762,0.521575872998268,0.629939259431833
"148","28",5,"26","tower_image_(35)",66,1.68,0.336,0.0771716734224397,1.07244775224939,-0.398380686346376,0.408842998569817,0.351113685584956
"149","29",5,"14","tower_image_(36)",39,0.74,0.123333333333333,-0.584299813055614,-0.644954671515159,-0.7292976470692,-0.975747946333465,-0.485363035955674
"150","30",5,"6","tower_image_(37)",58,2.94,0.294,0.96382494253132,0.733274232822532,1.3802979775388,1.29336247485458,0.103268731054399
"151","1",6,"30","tower_image_(1)",100,2.98,0.331111111111111,0.991972665360173,1.03296723676054,0.372774016766634,0.132310221125668,0.748097000934383
"152","2",6,"24","tower_image_(2)",100,0.58,0.0644444444444444,-0.696890704371027,-1.1205154262671,0.742100981859071,0.734515746918674,0.748097000934383
"153","3",6,"18","tower_image_(4)",100,6.45,0.358333333333333,3.4337876207632,1.25280192527795,2.63600965885309,0.390054186165074,0.748097000934383
"154","4",6,"29","tower_image_(5)",0,0.96,0.32,-0.429487337496921,0.943238792467726,-0.894756127430612,0.281657191522333,-1.29216754706848
"155","5",6,"6","tower_image_(6)",100,0.33,0.0471428571428572,-0.872813972051361,-1.2602354323802,-0.300878367561973,-0.372854185653838,0.748097000934383
"156","6",6,"10","tower_image_(7)",100,0.97,0.323333333333333,-0.422450406789707,0.970157325755572,-0.817936118691385,0.65743343961717,0.748097000934383
"157","7",6,"20","tower_image_(8)",0,0.43,0.0614285714285714,-0.802444664979228,-1.14487028971801,-0.930211516079486,-1.69220046330549,-1.29216754706848
"158","8",6,"23","tower_image_(13)",100,0.73,0.146,-0.591336743762827,-0.461908645157809,-0.111782961434644,1.25000367699749,0.748097000934383
"159","9",6,"26","tower_image_(14)",0,0.11,0.0183333333333334,-1.02762644761005,-1.49288847008229,-1.19021769950456,-2.10307669061797,-1.29216754706848
"160","10",6,"22","tower_image_(15)",100,3.73,0.310833333333333,1.51974246840117,0.869212825926152,0.798238680553122,-0.141091087584358,0.748097000934383
"161","11",6,"21","tower_image_(16)",0,0.46,0.153333333333333,-0.781333872857587,-0.40268787192455,-0.90657459031357,0.223845461046205,-1.29216754706848
"162","12",6,"8","tower_image_(17)",0,0.24,0.0800000000000001,-0.936146348416281,-0.994895604257151,-1.4620423458126,-2.49330587133184,-1.29216754706848
"163","13",6,"19","tower_image_(18)",0,0.39,0.078,-0.830592387808081,-1.01104672422986,-0.427926843553771,0.322125402855623,-1.29216754706848
"164","14",6,"9","tower_image_(19)",100,1.93,0.175454545454545,0.253094941102773,-0.224046696468848,0.482094798433995,-0.299087919169686,0.748097000934383
"165","15",6,"11","tower_image_(21)",100,2.39,0.29875,0.576793753634586,0.771633142757711,0.564824038614701,0.881453895212168,0.748097000934383
"166","16",6,"5","tower_image_(22)",100,0.85,0.10625,-0.506893575276267,-0.782912154615368,0.600279427263575,0.946492091997813,0.748097000934383
"167","17",6,"1","tower_image_(23)",0,0.7,0.14,-0.612447535884467,-0.510362005075932,-1.06021460779202,-1.53363114542811,-1.29216754706848
"168","18",6,"16","tower_image_(25)",0,0.7,0.14,-0.612447535884467,-0.510362005075932,-0.377698376301199,0.469545315569751,-1.29216754706848
"169","19",6,"13","tower_image_(26)",100,3.21,0.2675,1.15382207162608,0.51927189318416,1.85008187713638,1.14521991550951,0.748097000934383
"170","20",6,"3","tower_image_(27)",100,1.95,0.195,0.267168802517199,-0.0662062058264811,0.27822631370297,-0.323920685215114,0.748097000934383
"171","21",6,"28","tower_image_(28)",100,1.34,0.191428571428571,-0.162083970622814,-0.0950474914920298,-0.501792236572258,-0.794053936265632,0.748097000934383
"172","22",6,"25","tower_image_(29)",0,1.11,0.222,-0.323933376888721,0.151833913805068,-0.853391507340259,-0.926607975428756,-1.29216754706848
"173","23",6,"14","tower_image_(30)",0,0.56,0.0622222222222223,-0.710964565785454,-1.13846111512566,0.384592479649592,0.151580797951044,-1.29216754706848
"174","24",6,"15","tower_image_(31)",100,3.19,0.245384615384615,1.13974821021165,0.340677778101338,1.88553726578526,0.863109788426474,0.748097000934383
"175","25",6,"7","tower_image_(32)",100,0.48,0.12,-0.767260011443161,-0.671873204803005,-0.78838996148399,-0.159157253358148,0.748097000934383
"176","26",6,"27","tower_image_(33)",100,3.29,0.548333333333333,1.21011751728379,2.78715832268514,0.136404759107474,1.14160668235475,0.748097000934383
"177","27",6,"12","tower_image_(34)",100,1.69,0.338,0.0842086041296529,1.08859887222209,-0.359970681976762,0.521575872998268,0.748097000934383
"178","28",6,"2","tower_image_(35)",100,1.68,0.336,0.0771716734224397,1.07244775224939,-0.398380686346376,0.408842998569817,0.748097000934383
"179","29",6,"4","tower_image_(36)",0,0.74,0.123333333333333,-0.584299813055614,-0.644954671515159,-0.7292976470692,-0.975747946333465,-1.29216754706848
"180","30",6,"17","tower_image_(37)",100,2.94,0.294,0.96382494253132,0.733274232822532,1.3802979775388,1.29336247485458,0.748097000934383
"181","1",7,"12","tower_image_(1)",76,2.98,0.331111111111111,0.991972665360173,1.03296723676054,0.372774016766634,0.132310221125668,0.590001187752912
"182","2",7,"4","tower_image_(2)",69,0.58,0.0644444444444444,-0.696890704371027,-1.1205154262671,0.742100981859071,0.734515746918674,0.348950118826625
"183","3",7,"8","tower_image_(4)",83,6.45,0.358333333333333,3.4337876207632,1.25280192527795,2.63600965885309,0.390054186165074,0.831052256679199
"184","4",7,"27","tower_image_(5)",60,0.96,0.32,-0.429487337496921,0.943238792467726,-0.894756127430612,0.281657191522333,0.0390273159213988
"185","5",7,"14","tower_image_(6)",77,0.33,0.0471428571428572,-0.872813972051361,-1.2602354323802,-0.300878367561973,-0.372854185653838,0.624437054742381
"186","6",7,"25","tower_image_(7)",29,0.97,0.323333333333333,-0.422450406789707,0.970157325755572,-0.817936118691385,0.65743343961717,-1.02848456075216
"187","7",7,"19","tower_image_(8)",1,0.43,0.0614285714285714,-0.802444664979228,-1.14487028971801,-0.930211516079486,-1.69220046330549,-1.99268883645731
